       parameter            eig1            eig2            eig3            eig4            eig5            eig6            eig7            eig8            eig9           eig10           eig11           eig12           eig13           eig14           eig15           eig16           eig17           eig18           eig19           eig20 identifiability     sqrt(ident)
 ss_os003        6.1046259E-15   1.3571780E-17   1.5585629E-13   4.0636635E-13   2.6110491E-16   3.5743355E-13   5.1927693E-13   8.6285602E-13   1.4343863E-13   3.4238539E-11   2.8066081E-13   3.9898128E-13   1.4709460E-12   1.4003733E-12   8.7350111E-14   6.8236441E-12   1.9214440E-11   3.5672648E-14   7.3027877E-17   5.1846515E-13   6.6920752E-11   8.1805105E-06
 ss_os004        1.8644378E-13   4.9271693E-11   7.6679539E-09   4.6304108E-13   1.0504693E-13   4.6951692E-09   1.3663877E-08   1.1875534E-08   4.9542748E-10   3.9229698E-08   1.4574715E-10   4.6847134E-11   8.9926410E-09   1.9508929E-07   1.4934151E-08   3.9019694E-08   6.0225243E-08   7.1047358E-07   1.6157689E-10   1.5123383E-10   1.1069177E-06   1.0521016E-03
 ss_os005         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_os006        1.5362582E-18   1.1360553E-14   2.0038073E-13   1.8009962E-14   2.6403056E-16   1.1073981E-12   1.7734667E-12   3.7869578E-12   6.6849763E-13   1.5893586E-10   7.5067846E-13   2.8586089E-13   7.0100865E-13   4.5687678E-11   6.8110138E-13   1.6983577E-11   1.6959024E-13   3.8768748E-13   2.4768260E-14   1.6628925E-12   2.3383704E-10   1.5291731E-05
 ss_os007        1.0059061E-18   2.9758554E-16   8.0029060E-15   9.4023590E-14   1.1716556E-19   6.1097914E-14   9.2099207E-13   1.4221903E-13   1.1565867E-14   1.1209723E-12   2.3584199E-15   9.4054147E-15   8.0912177E-15   1.3461585E-12   5.9291776E-13   4.3499998E-12   7.4385743E-12   5.3086089E-12   1.3426916E-15   2.8259344E-15   2.1419455E-11   4.6281158E-06
 ss_os008        2.4052884E-18   6.4957059E-18   4.8387692E-18   4.8089257E-16   1.0266658E-18   2.9090254E-17   1.2850179E-16   4.5753894E-16   5.8814374E-17   2.4621555E-14   1.0880158E-16   2.9726317E-16   3.7922284E-16   5.0865395E-15   4.9723271E-15   7.9616851E-14   3.4162130E-14   8.2748478E-15   5.2863614E-17   4.5450626E-17   1.5878746E-13   3.9848144E-07
 ss_os009        5.0337335E-15   4.8844540E-14   9.0745690E-17   7.5791705E-13   1.1414000E-15   2.3092153E-12   1.4445865E-11   1.7143984E-16   7.8581896E-14   8.7923422E-12   5.2811279E-14   9.3978592E-13   6.2584093E-13   6.2440087E-12   5.1915564E-12   7.2993185E-11   9.5332680E-13   2.1694728E-11   1.8529160E-16   6.9323205E-12   1.4206695E-10   1.1919184E-05
 ss_os010        1.3652525E-20   5.0357029E-21   5.8604836E-18   7.4082349E-17   2.8463840E-19   5.2160317E-18   1.4103683E-17   1.8582367E-18   1.3637439E-20   8.0324310E-17   4.0485613E-18   3.2395695E-19   2.9928309E-23   2.7600772E-17   1.2837946E-17   1.1987745E-15   8.6453732E-16   2.6893558E-18   5.9924835E-20   1.5596973E-20   2.2926500E-15   4.7881625E-08
 ss_os011         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_os012        9.4859731E-16   6.9974921E-20   8.8893635E-14   2.1661921E-15   1.3356718E-17   1.2299371E-13   6.2333201E-13   1.7798371E-13   8.9245788E-15   2.6479320E-13   1.2226398E-15   4.7366621E-15   3.7683518E-13   4.0654702E-13   7.5863324E-15   1.8497389E-14   1.1381231E-13   2.7941776E-14   4.0269505E-19   7.3734808E-16   2.2479661E-12   1.4993219E-06
 ss_os013        9.3589298E-21   4.6433569E-20   5.4498277E-18   5.4511019E-17   4.9481320E-19   1.4393832E-21   1.0718897E-18   3.9980433E-18   7.7726134E-21   7.2721880E-18   1.2580518E-18   1.3357525E-17   3.2456961E-15   4.9532986E-16   7.1146132E-17   2.1607714E-15   1.4990919E-16   6.7722717E-18   6.3990672E-20   4.6835745E-18   6.2218509E-15   7.8878710E-08
 ss_os014        1.0516774E-17   1.8109828E-14   5.1682890E-13   3.2882462E-15   9.0035704E-16   9.3162010E-13   3.0108710E-13   1.4810465E-12   6.6846481E-14   6.1016396E-11   7.2785845E-13   1.8744239E-13   3.3854196E-13   4.7011244E-12   1.6683040E-12   7.8537399E-12   1.7473495E-11   1.0731278E-14   1.2503422E-15   5.2376649E-12   1.0253629E-10   1.0126020E-05
 ss_os015        8.7470314E-21   1.0859533E-21   3.0786808E-18   6.8807788E-17   4.9357883E-19   3.5665034E-18   2.0718857E-17   3.1094482E-18   1.2267878E-20   1.6505807E-16   6.2326701E-18   4.8688913E-19   1.3838414E-17   9.0905347E-17   9.7811594E-18   1.3218771E-15   7.2158519E-16   3.4033250E-17   3.6095800E-21   1.9350037E-19   2.4637922E-15   4.9636601E-08
 ss_op001        6.6162884E-11   3.5736109E-10   6.5220651E-07   7.5439786E-09   3.0601490E-16   5.0581403E-07   2.1644115E-06   2.4403427E-12   8.3286532E-09   1.6720560E-06   1.3082817E-08   2.6457031E-08   2.7185043E-07   1.0182072E-05   1.5626981E-07   6.0276182E-07   2.9224830E-07   2.9498779E-06   1.4353921E-10   4.7003437E-12   1.9505555E-05   4.4165094E-03
 ss_op002        1.6282934E-15   1.1855881E-12   2.9545088E-11   2.1258642E-12   1.7098018E-14   3.3270344E-10   1.4957740E-09   1.0171461E-10   1.0959651E-11   6.4145628E-11   1.3988204E-12   2.4207944E-13   2.5030265E-12   8.3983994E-11   4.0016810E-10   2.1834904E-09   8.4901597E-10   1.3077281E-09   2.4655265E-14   1.3029225E-12   6.8680307E-09   8.2873583E-05
 ss_op003        3.6542204E-12   2.6607490E-10   4.1482972E-10   8.2715886E-12   3.5915507E-14   1.9931730E-09   9.1421010E-09   2.6695490E-09   4.4080282E-14   8.1864994E-09   2.4011263E-11   9.1633061E-12   4.4896593E-09   2.7699564E-10   7.4540737E-09   4.7376231E-08   5.9131160E-08   1.9274141E-08   3.0932737E-11   4.2888364E-11   1.6079349E-07   4.0099063E-04
 ss_op004        1.2650769E-11   2.0299565E-10   1.2288603E-10   1.3172712E-11   3.0353091E-14   2.8237748E-10   8.0085602E-10   8.7731479E-09   4.7939229E-11   1.0292215E-08   6.1070937E-11   7.3459546E-11   8.4992421E-09   1.9258765E-09   2.2594450E-09   2.4519178E-09   1.3625931E-08   4.2216415E-09   1.6580586E-11   4.1638958E-11   5.3725075E-08   2.3178670E-04
 ss_op005        7.7261353E-10   8.5286129E-09   1.2300061E-06   4.0455629E-08   3.9093168E-12   1.6738801E-06   7.6486859E-06   3.0363378E-08   8.5815855E-07   1.0802673E-04   9.5163044E-08   5.7302925E-09   1.9889381E-05   8.1389521E-05   7.5138717E-08   8.3229266E-06   6.4659071E-06   5.7660230E-08   3.3290042E-08   1.1980894E-09   2.3585350E-04   1.5357523E-02
 ss_op006        3.4241622E-14   3.4222599E-17   8.0538403E-12   9.8203409E-14   3.3291761E-14   6.4232796E-12   2.2473908E-11   2.5873443E-11   2.9717660E-13   2.1965033E-11   1.3716758E-14   2.8909148E-15   1.5484866E-11   5.4221525E-12   3.2225287E-14   1.7399872E-11   8.5950510E-13   2.1760242E-11   7.4964571E-13   3.7987708E-12   1.5077634E-10   1.2279102E-05
 ss_op007        2.2235021E-09   5.3370978E-09   2.9082648E-06   7.8235102E-08   4.9569478E-12   3.3613997E-06   1.5622022E-05   6.7657581E-10   6.4930299E-07   1.1919552E-04   1.4562095E-07   2.7306400E-09   1.6781945E-05   2.2721264E-05   3.7710236E-07   1.0540233E-05   7.4921632E-06   6.5790127E-06   3.1894718E-08   4.6825027E-09   2.0649963E-04   1.4370095E-02
 ss_op008        9.3730655E-14   1.4505296E-15   4.3042348E-12   6.5960288E-15   2.2326321E-17   4.6639122E-12   3.3523519E-12   3.9243592E-13   1.2160546E-14   2.6239130E-12   7.0381818E-15   4.3569581E-13   5.7623091E-11   2.4921644E-12   5.2555579E-12   3.7304431E-11   1.5054804E-12   5.8115150E-12   1.0115870E-14   1.1019449E-14   1.2590692E-10   1.1220825E-05
 ss_op009        1.9556445E-17   3.4997812E-14   5.9571979E-12   5.9306773E-13   6.7244854E-17   4.5550342E-13   1.4487602E-12   1.1624987E-11   1.5691327E-13   4.7125862E-11   5.5281407E-13   4.2323748E-14   7.7504723E-12   3.6993403E-13   9.1909878E-13   2.8322494E-11   1.5253457E-11   3.9754390E-13   6.3616760E-16   9.2036725E-13   1.2192652E-10   1.1042034E-05
 ss_op010        1.4275138E-10   4.8036577E-10   1.6561334E-10   1.3517219E-10   8.8604845E-14   7.3688522E-09   2.3828023E-08   3.1069702E-10   2.9509566E-09   7.8422628E-07   1.7094679E-09   5.7541549E-10   4.9057592E-09   1.1797867E-06   7.8830748E-10   5.9129593E-08   2.7649293E-08   2.6051528E-08   1.4149913E-10   5.2401422E-10   2.1208704E-06   1.4563208E-03
 ss_op011        5.1782660E-10   6.9229092E-09   3.8584200E-07   1.9812701E-08   3.2959601E-12   6.3358580E-07   3.0141763E-06   2.9977156E-08   9.8721976E-07   9.2436164E-05   5.6921049E-08   3.1542542E-08   2.3327199E-05   1.1376214E-04   3.4502421E-08   7.1114865E-06   6.4888343E-06   4.1865557E-06   4.2555990E-08   1.2100780E-09   2.5255717E-04   1.5892048E-02
 ss_op012        8.1647548E-16   9.1312306E-16   2.7025883E-12   1.5397136E-14   7.1851570E-18   2.2340379E-14   5.1444118E-13   2.6836776E-15   2.4437739E-15   2.3567382E-12   3.0312576E-16   7.2168461E-14   3.9557976E-11   6.3654238E-12   1.8879670E-15   6.3151603E-13   2.0955584E-13   7.8883998E-12   3.1953818E-14   1.5359177E-14   6.0392913E-11   7.7712878E-06
 ss_op013        4.1619852E-12   2.1938472E-10   1.3571736E-10   1.2649797E-10   1.1807282E-14   1.5852929E-09   7.2040376E-09   3.7822141E-09   5.0638508E-12   4.2831920E-09   1.2809118E-11   6.3817443E-13   1.3902054E-09   2.8311008E-12   2.1869431E-09   7.9371856E-09   1.3330998E-08   3.8807389E-09   4.5237504E-12   5.9447259E-12   4.6098392E-08   2.1470536E-04
 ss_op014        4.8465875E-15   7.4378201E-15   4.6906716E-13   9.5707556E-14   3.8654692E-18   2.2788712E-13   8.4768446E-13   8.3189122E-12   5.3475300E-14   2.2832205E-12   3.4388772E-15   1.7022257E-13   1.3933438E-11   2.4182234E-12   1.0858342E-12   3.3176535E-11   2.4940140E-12   4.8290550E-12   2.1253695E-15   1.0092439E-16   7.0421230E-11   8.3917358E-06
 ss_op015        2.5125892E-13   5.2923386E-11   7.4730915E-09   1.1695900E-12   4.0171704E-14   5.3181831E-09   1.5240527E-08   1.2164339E-08   4.9205622E-10   3.1653253E-08   8.7472631E-11   1.1221805E-11   1.0183774E-08   1.9592593E-07   1.5413135E-08   3.6138329E-08   6.2734532E-08   7.2798594E-07   1.6032702E-10   2.3363586E-11   1.1210599E-06   1.0588011E-03
 ss_op016        3.6246226E-16   4.8219098E-15   8.2914677E-14   4.7386115E-13   5.5985234E-17   3.2381561E-13   1.6688333E-13   2.3031085E-12   7.7098702E-16   5.0213607E-14   8.0597988E-16   1.4336643E-13   1.3900059E-12   5.8039677E-12   4.7358804E-12   3.2199660E-11   2.3392325E-12   1.5227651E-11   9.3167923E-15   1.2585641E-13   6.5382551E-11   8.0859478E-06
 ss_op017        2.6555667E-15   1.8111223E-17   1.1048602E-11   8.6617678E-13   2.7216757E-17   5.5698926E-12   1.2528758E-11   5.7654537E-11   6.0627364E-13   7.0130120E-11   2.1837280E-13   9.3075252E-13   5.5502249E-12   8.0457228E-12   3.0658080E-12   2.1806817E-10   4.6345994E-11   1.0259240E-14   4.7735537E-14   4.6232859E-15   4.4069473E-10   2.0992730E-05
 ss_op018        2.4197637E-13   4.3847908E-11   8.6032454E-09   6.2478056E-15   5.4297843E-14   3.3532481E-09   9.3843031E-09   9.8248593E-09   3.7646915E-10   2.9130535E-08   7.5148085E-11   4.1501042E-12   1.5811020E-08   2.0047892E-07   1.2644019E-08   2.7931357E-08   5.7039458E-08   7.3338882E-07   1.6548995E-10   3.3446010E-11   1.1082886E-06   1.0527529E-03
 ss_op019        1.0370710E-12   2.5174860E-12   2.8797007E-08   1.0586381E-09   1.4800731E-13   5.8285879E-08   2.5730519E-07   8.5952819E-10   1.2635443E-09   6.8753331E-08   5.5664613E-10   2.3045685E-09   7.6553143E-08   8.4277899E-09   4.2970787E-08   1.0208337E-07   2.9159622E-07   8.5642520E-06   1.3937336E-09   7.9576264E-15   9.5064651E-06   3.0832556E-03
 ss_op020        4.5785498E-14   4.9172985E-16   2.4733413E-12   5.2142197E-19   5.9699835E-17   8.2397154E-13   1.0043160E-15   4.1934597E-12   8.6312887E-16   2.1617858E-12   3.2134980E-15   3.3129484E-13   4.0527322E-11   3.7852821E-12   9.7752321E-13   5.2927842E-12   5.8282352E-14   2.8143007E-13   6.1072786E-16   2.3335552E-14   6.0981841E-11   7.8090871E-06
 ss_cj001        1.0550391E-11   8.6266256E-10   5.8061757E-09   3.4512922E-10   1.5766200E-13   1.4681694E-08   4.3724675E-08   1.2239623E-08   2.2428098E-11   2.1899421E-08   2.9915030E-11   1.8465885E-11   3.5232680E-08   9.2834066E-10   9.9237966E-09   5.9260036E-08   6.9326288E-08   1.7147903E-08   1.6358382E-11   8.9309618E-12   2.9148523E-07   5.3989372E-04
 ss_cj002        3.4621684E-12   1.2103909E-12   7.0546774E-10   1.6461907E-11   4.0268533E-15   4.2660487E-09   5.0710473E-09   1.3984322E-09   1.5402392E-11   6.7181273E-10   9.2784078E-12   4.2697750E-11   1.1015818E-08   1.2736494E-09   6.3730863E-11   2.1579032E-09   5.6376300E-10   2.4996113E-10   1.8264252E-12   1.0306225E-11   2.7538284E-08   1.6594663E-04
 ss_cj003        1.3092015E-09   1.1541120E-11   4.2527178E-08   7.6075870E-09   2.2839914E-13   1.4225489E-06   2.4115629E-06   4.1518615E-07   4.6150130E-08   9.0167958E-07   4.0135194E-09   1.0423321E-08   2.9483299E-06   5.2998523E-06   1.8045150E-08   1.0828599E-06   5.0057164E-07   2.1494112E-06   2.4650002E-11   3.2934879E-09   1.7265408E-05   4.1551665E-03
 ss_cj004        5.7453435E-10   4.9615535E-10   5.3748391E-08   1.0639482E-08   5.2901900E-13   1.7044293E-06   3.0903542E-06   4.2413689E-07   2.9833475E-08   8.9693215E-08   1.6000993E-09   7.5797794E-09   2.8290090E-06   7.2205977E-08   2.2230471E-07   1.7248194E-06   1.4338745E-06   1.2543331E-05   1.5798405E-09   1.3414082E-09   2.4241552E-05   4.9235710E-03
 ss_cj005        3.7771756E-12   1.9429940E-12   1.4009822E-09   2.3017657E-11   1.4239310E-14   4.0216280E-09   5.1637706E-09   8.4835436E-10   4.3340320E-11   2.3556944E-10   8.0758351E-12   7.1062776E-11   1.9083559E-08   2.1772305E-09   1.1716532E-10   3.3573332E-09   8.0828427E-10   2.0922243E-11   3.7059607E-13   4.5546853E-12   3.7390956E-08   1.9336741E-04
 ss_cj006        8.1138561E-10   3.3214828E-11   2.4938046E-07   1.0756967E-08   1.1608860E-15   1.0014490E-06   3.1350453E-06   3.8422131E-08   3.5684492E-08   3.1246283E-08   1.7760802E-09   5.3026862E-09   1.0605546E-07   1.6113995E-05   2.2978006E-08   1.4600449E-08   4.4524281E-08   9.3857044E-06   1.6871183E-10   2.3028547E-09   3.0200237E-05   5.4954743E-03
 ss_cj007        2.3007227E-09   7.6674097E-10   7.5748978E-07   1.7497229E-08   4.7260491E-13   4.1893748E-06   5.3578923E-06   1.7328653E-06   6.4012259E-08   8.3169749E-07   1.1846645E-08   5.7859490E-08   1.3258988E-05   5.4835863E-07   1.2847653E-07   2.8701024E-06   8.6540764E-07   1.5191003E-07   1.0480458E-10   3.5905459E-09   3.0850542E-05   5.5543264E-03
 ss_cj008        1.0774896E-11   2.0850866E-10   7.7625137E-11   5.4555593E-11   2.6676093E-15   1.6856090E-10   1.1375518E-09   7.7294638E-09   4.3828430E-11   7.5599168E-09   3.3265955E-11   3.3934242E-11   1.5256184E-09   5.4987163E-10   2.5042998E-09   3.7887137E-09   1.4172678E-08   3.3830117E-09   1.2464869E-11   2.1719497E-11   4.3016366E-08   2.0740387E-04
 ss_cj009        7.4515973E-15   5.4898619E-14   1.2695335E-11   2.7222273E-14   2.6410630E-18   5.0717221E-12   7.4535745E-12   6.4282931E-11   5.4004486E-13   3.9986409E-11   1.2674248E-13   6.6933702E-14   2.5885731E-11   4.2451489E-11   2.3754786E-15   3.2672312E-11   2.5005865E-12   8.6875578E-11   1.1099924E-15   7.4516726E-14   3.2077697E-10   1.7910248E-05
 ss_cj010        5.6163646E-11   4.7153513E-10   4.4709752E-08   3.4293694E-11   4.6222136E-13   2.5565056E-08   4.5953329E-08   1.9916935E-07   4.8349125E-09   6.7507756E-07   2.2085272E-09   2.8140751E-10   2.3706490E-07   2.5441998E-06   1.4898667E-07   2.6225718E-07   4.1152800E-07   3.9161521E-06   1.7001377E-09   1.1626910E-09   8.5214139E-06   2.9191461E-03
 ss_cj011        1.5431261E-13   3.6238019E-14   4.0120446E-12   5.9953469E-14   4.0374865E-15   3.2916693E-11   4.0156812E-11   4.0786792E-12   1.9626413E-13   3.4899069E-12   3.2508599E-13   9.6259038E-13   1.9342078E-10   1.1454148E-11   3.9492066E-12   9.5173925E-13   1.7769088E-12   9.0545132E-12   4.7520546E-14   1.2927179E-12   3.0834015E-10   1.7559617E-05
 ss_cj012        3.9261558E-13   1.5802827E-14   5.3631152E-13   1.5312470E-16   1.3789037E-15   1.5245863E-12   2.8196959E-13   9.2450029E-13   1.2234427E-11   2.6205601E-11   1.1229866E-13   1.0768322E-13   7.3356865E-11   2.9173184E-11   4.8613642E-14   8.1019771E-13   2.6825998E-13   1.5051590E-11   2.5804674E-13   4.8852485E-12   1.6618933E-10   1.2891444E-05
 ss_cj013        3.5714046E-12   6.8144189E-12   1.2079603E-09   7.2456250E-12   2.5826580E-14   7.5931122E-10   2.2619153E-09   7.1838735E-10   1.4972151E-10   4.3382970E-08   2.3922219E-10   1.8558126E-11   1.9088950E-08   9.0756001E-07   1.0436743E-07   2.7695405E-07   4.4662666E-07   4.8348426E-06   9.9881080E-10   3.7652727E-12   6.6391979E-06   2.5766641E-03
 ss_cj014        1.0098006E-12   1.4506087E-11   2.2283974E-08   2.4843660E-11   2.4542439E-13   3.6320000E-10   3.5272040E-09   1.3735064E-08   4.2977729E-10   4.9466387E-08   6.8280793E-11   9.6652569E-12   7.3696038E-08   3.0093370E-07   1.3125535E-08   1.5263844E-08   4.5618308E-08   6.9351986E-07   2.0363203E-10   9.4061916E-11   1.2323791E-06   1.1101257E-03
 ss_cj015        2.7645209E-12   1.0583495E-09   2.5915781E-09   3.3529228E-10   8.4589925E-14   8.2181105E-09   2.3565558E-08   2.3041966E-08   8.4629295E-11   1.4092349E-07   4.9105977E-10   9.5104299E-13   1.0890812E-07   9.4999350E-07   4.2730633E-08   6.4888236E-08   1.6111924E-07   5.5003748E-06   7.6168429E-10   4.0899118E-15   7.0290901E-06   2.6512431E-03
 ss_cj016        6.9476253E-12   2.4451465E-12   1.7707497E-09   3.9372601E-11   2.3636988E-14   5.2781326E-09   7.9690207E-09   1.5068374E-09   5.7517011E-11   4.3873145E-10   1.1853145E-11   1.0551596E-10   2.2769904E-08   1.6684207E-09   2.6627269E-10   3.6632148E-09   1.1626300E-09   1.5290817E-10   5.9140376E-13   5.8363031E-12   4.6876925E-08   2.1651080E-04
 ss_cj017        1.0583480E-12   5.9201224E-11   7.2297718E-09   5.7688795E-13   2.5647489E-14   4.9586448E-09   1.4571927E-08   1.1739337E-08   4.8529027E-10   3.1500269E-08   7.9245958E-11   1.6151003E-11   9.1656485E-09   1.9916858E-07   1.7181383E-08   3.9905554E-08   6.5999098E-08   7.2735952E-07   1.6470759E-10   4.9268503E-11   1.1296353E-06   1.0628430E-03
 ss_cj018        6.4124515E-15   5.2455698E-14   1.8084923E-11   2.5609874E-15   1.3786805E-15   9.4444199E-12   1.7572070E-11   7.1703248E-11   1.3169276E-12   5.5653596E-11   7.1933658E-14   4.6593377E-13   8.3301792E-11   7.5612574E-11   3.1292850E-14   3.3465193E-11   1.0910288E-11   1.0926430E-10   6.1776163E-15   3.7330385E-14   4.8700481E-10   2.2068185E-05
 ss_cj019        2.3378706E-12   1.6051388E-10   6.1419175E-08   1.9491230E-09   1.1560259E-13   2.7696003E-07   8.8530258E-07   7.7386253E-08   1.1301664E-08   1.3593729E-07   3.9472009E-10   3.8053601E-10   9.6103597E-08   2.7824223E-06   6.1733900E-07   1.8021241E-06   3.1137933E-06   4.6551956E-05   8.7160986E-09   1.8833109E-11   5.6423668E-05   7.5115689E-03
 ss_cj020        9.4562687E-15   5.3672432E-14   9.7473454E-12   2.3608610E-14   1.7592810E-18   2.4621967E-12   3.4057095E-12   5.4268385E-11   3.6987107E-13   2.7269524E-11   9.6789423E-14   9.2447212E-14   2.9014459E-11   3.3576367E-11   1.4889758E-12   3.1116205E-11   2.1192661E-12   7.9859203E-11   9.3055612E-15   1.3730780E-15   2.7498416E-10   1.6582646E-05
 ss_csl001       6.6899163E-14   7.9961090E-14   2.7917171E-11   9.0038042E-14   1.0751176E-16   4.1002628E-12   1.8452345E-14   1.1411069E-12   1.9192396E-13   4.4329458E-11   8.4813205E-15   2.0805735E-13   1.8901933E-10   1.3199934E-10   4.5164301E-12   3.5351377E-12   1.2508312E-12   4.8971829E-11   4.0516681E-14   6.6761546E-15   4.5749200E-10   2.1389063E-05
 ss_csl002       3.3506452E-11   1.9116275E-10   4.0939241E-10   3.2691239E-14   1.2581492E-14   9.8285657E-09   5.5136588E-09   3.0594997E-08   3.6971686E-10   3.2543884E-08   1.5253367E-10   3.9768726E-10   3.8924235E-08   2.4070945E-09   8.7448297E-10   1.1761118E-11   5.8417631E-09   1.1351802E-11   1.1611784E-11   7.2444179E-11   1.2818989E-07   3.5803616E-04
 ss_csl003       7.6497801E-11   3.8359831E-10   4.3351261E-08   1.3369501E-09   7.7835484E-14   3.2755715E-07   8.8595947E-07   2.3943904E-07   1.6726397E-08   5.8845877E-07   2.1524923E-09   1.4419635E-11   1.0732291E-07   5.7091484E-06   9.5987404E-07   2.7148746E-06   4.3973565E-06   6.6412859E-05   1.2750999E-08   5.4349208E-12   8.2419648E-05   9.0785268E-03
 ss_csl004       2.5943176E-14   2.0483697E-16   1.2262798E-12   1.2396932E-14   3.1692010E-16   1.0352452E-13   1.2044047E-11   3.2305846E-12   1.4814257E-13   1.6651366E-12   4.8361162E-14   9.3061952E-15   2.1753620E-12   1.0230017E-12   8.4784285E-12   3.9220575E-13   2.2788686E-13   9.6349695E-17   3.9373896E-15   1.3154299E-14   3.0828317E-11   5.5523254E-06
 ss_csl005       2.2961663E-11   8.0767177E-10   1.6192436E-09   2.8424492E-10   7.2549755E-14   3.5610448E-09   1.9354830E-08   2.0542210E-08   3.8793135E-12   2.7579645E-08   7.4068241E-11   1.4889644E-11   2.8023210E-09   2.2156511E-10   7.7909867E-09   3.3741306E-08   5.1052246E-08   1.3746874E-08   2.1790902E-11   2.8512327E-11   1.8327036E-07   4.2810088E-04
 ss_csl006       9.5686666E-11   5.9616489E-10   6.9555042E-09   9.5314839E-15   4.4627953E-15   3.2500229E-08   1.6900114E-08   7.7849555E-08   9.4274595E-10   6.6161861E-08   4.8822855E-10   1.3734416E-09   2.2036728E-07   3.0804005E-08   4.0646865E-09   9.4542986E-11   2.0527350E-08   4.5696627E-09   7.0482811E-11   2.7699345E-10   4.8463854E-07   6.9615986E-04
 ss_csl007       4.0412903E-12   1.9596174E-12   1.2621744E-09   4.1953955E-12   9.3810651E-15   6.3338638E-11   1.7357136E-10   1.2278057E-10   1.2014655E-11   5.3790883E-10   1.3727268E-12   2.2540902E-12   2.7743347E-09   2.3920697E-09   2.8741111E-10   5.4193473E-11   2.4014452E-12   8.8368337E-10   5.0120054E-13   1.8051984E-11   8.5982679E-09   9.2726846E-05
 ss_csl008       5.7131119E-11   1.1369137E-10   9.6166200E-08   5.7288461E-11   9.6465654E-13   3.4587557E-08   6.6178539E-08   2.3905099E-07   5.3090901E-09   5.4098694E-07   1.4559462E-09   2.4514068E-10   1.7681351E-07   1.1166654E-06   4.1322651E-08   3.9174133E-08   6.1330914E-08   4.6572139E-07   4.9833195E-10   1.0535855E-09   2.8867894E-06   1.6990554E-03
 ss_csl009       7.1952044E-13   1.6151338E-12   7.5741223E-10   1.6512976E-11   8.3021103E-15   3.2698859E-09   4.0108025E-09   1.0312728E-09   4.3059390E-11   2.2000595E-10   6.8332981E-12   4.6725722E-11   1.3704241E-08   2.2752978E-09   3.6887459E-11   3.0331073E-09   7.5457872E-10   1.6648769E-10   2.7120255E-13   3.6844832E-12   2.9379409E-08   1.7140423E-04
 ss_csl010       4.9945596E-10   1.2324993E-10   1.5526760E-08   1.3879901E-09   2.9074439E-14   1.9489701E-07   5.1322828E-07   5.4605787E-08   1.6063505E-08   4.7479453E-07   7.5553973E-10   3.1756602E-10   1.4921888E-07   3.6867150E-06   3.7907344E-10   1.9810363E-07   1.6453490E-07   2.8888490E-06   6.3145724E-12   1.2940213E-09   8.3613004E-06   2.8915913E-03
 ss_csl011       1.0426245E-11   2.2844023E-11   2.6722340E-09   6.8171379E-12   1.4666310E-14   4.0305974E-09   2.0280553E-08   1.8235481E-08   5.2599242E-10   2.8501443E-08   7.5284738E-11   3.7063058E-11   1.0490536E-09   1.4845169E-07   1.0160030E-08   3.8724882E-08   5.9764417E-08   7.8297044E-07   1.6963821E-10   1.2149170E-10   1.1158104E-06   1.0563193E-03
 ss_csl012       1.3420680E-14   1.2269817E-15   1.6118482E-12   2.5269538E-15   3.2090033E-19   5.7804362E-13   4.5796306E-13   2.4025418E-13   8.3463290E-15   1.3630944E-12   3.4619319E-17   1.2151567E-14   8.2169660E-12   3.0624737E-12   1.9183973E-12   3.9167861E-13   1.5784128E-13   2.0598847E-12   1.5036652E-17   1.4025741E-13   2.0236425E-11   4.4984914E-06
 ss_csl013       3.9302990E-10   1.3127568E-09   3.8814239E-07   3.5196452E-10   4.6262225E-12   1.2401490E-07   2.1219958E-07   1.0626112E-06   2.1228161E-08   2.3130886E-06   5.9615156E-09   9.9806501E-10   7.4923833E-07   3.6079472E-06   8.8429676E-08   3.7960938E-08   5.5284799E-08   2.0339641E-07   1.2655001E-09   4.9837223E-09   8.8788133E-06   2.9797338E-03
 ss_csl014       3.0889203E-14   7.1727150E-16   4.9549826E-13   4.3424461E-15   1.2400440E-17   2.6378661E-12   7.0891085E-13   6.8480632E-13   9.3834490E-14   3.3717438E-12   5.8972819E-15   6.1476478E-14   9.3058126E-12   1.7924010E-12   1.7213972E-12   2.1119558E-13   6.9033677E-14   2.2974844E-13   1.2813472E-16   1.1073291E-14   2.1436785E-11   4.6299876E-06
 ss_csl015       9.4383874E-14   2.9973425E-16   1.0132462E-11   7.4330152E-17   5.4741152E-16   1.1208051E-11   1.3515020E-11   8.5821649E-12   5.3721103E-13   2.2500808E-11   1.9139670E-13   4.6226717E-14   1.7625477E-15   1.1441935E-11   6.4646611E-11   7.1866775E-14   2.4863717E-13   3.3246036E-11   2.5368250E-15   1.9737721E-12   1.7844180E-10   1.3358211E-05
